título,descripción,categoría,subcategoría,edad,edad_min,edad_max,inscripción,requiere_inscripcion,periodicidad,día_días,horario,hora_inicio,hora_fin,fecha,fecha_inicio,fecha_fin,lugar_nombre,lugar_dirección,ciudad,distrito,precio,precio_valor,recomendación,recomendado,url_ampliar_info,tiene_url_info,url_imagen,tiene_url_imagen,url_actividad
Una de ratones,Compañía: Surcante,Cultura y Espectáculos,Teatro Infantil,a partir de 4 años,4,18,No especificada,,,sábado,a las 18 horas,18:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Teatro Municipal de Vallecas,"CALLE PASO DE VILLAMANRIQUE, 3 MADRID",Madrid,,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Teatro-Municipal-Villa-de-Vallecas/?vgnextfmt=default&vgnextoid=7bf62d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/VillaVallecas/Actividades/ficheros/2505Ratones.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Una-de-ratones/?vgnextfmt=default&vgnextoid=7b88a194b1fa5910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Fantástica Leonora,CÍA. LAPOTINGUELE PROD.,No especificada,No especificada,A parir de 5 años50 minutos,5,5,No especificada,,,sábado,a las 18 horas,18:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro Cultural San Juan Bautista (Ciudad Lineal),"CALLE SAN NEMESIO, 4 MADRID",Madrid,Ciudad Lineal,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Cultural-San-Juan-Bautista-Mayo-2025/?vgnextfmt=default&vgnextoid=a5ab385903c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2025MAYO/CC%20San%20Juan%20Bautista/ficheros/Fantastica.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Fantastica-Leonora/?vgnextfmt=default&vgnextoid=a3ce385903c66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL. Indeleble Producciones, presenta “Mi Camita”","Mica llega para irse… Para irse a su camita. Parece sencillo, pero Mica se enreda porque el abrigo va por su cuenta, se complica porque los zapatos le bailan solos, descubre que su pijama está del revés, juega con una pluma al caer y soluciona porque su sábana sabe un montón de secretos. Pí Pi…ja, ja, jaaa…mamá…. ¡¡¡PIJAMA!!!",No especificada,No especificada,a partir de 4 años,4,18,No especificada,,,sábado,a las 18 horas,18:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro Cultural Príncipe de Asturias (Ciudad Lineal),"CALLE HERMANOS GARCIA NOBLEJAS, 14 MADRID",Madrid,Ciudad Lineal,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-centro-cultural-Principe-de-Asturias-mayo-2025/?vgnextfmt=default&vgnextoid=a7f79e40e2922910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2025MAYO/CCPrincipeAsturias/Eventos/ficheros/MicaMita.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Indeleble-Producciones-presenta-Mi-Camita/?vgnextfmt=default&vgnextoid=934b60d232086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"INFANTIL. Tralalart, presenta “Una noche de espías”","Pía y Merche, dos chicas con motivaciones muy distintas, empiezan su turno de limpieza en un edificio Súper Secreto donde, inesperadamente, se adentran en una misión que cambiará sus vidas. Con la ayuda de nuevos amigos y superando obstáculos absurdos, Pía y Merche avanzarán en su búsqueda, listos para resolver el misterio de la fórmula secreta… ¡Y enfrentar las sorpresas que se cruzarán en su camino!",No especificada,No especificada,a partir de 5 años,5,18,No especificada,,,sábado,a las 18 horas,18:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Auditorio Carmen Laforet (Ciudad Lineal),"CALLE JAZMIN, 46 MADRID",Madrid,Ciudad Lineal,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Auditorio-Carmen-Laforet-Programacion-mayo-2025/?vgnextfmt=default&vgnextoid=1059ef619aca2910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/DistritoCiudadLineal/PROGRAMACIONCULTURAL/2025MAYO/ACarmenLaforet/Eventos/ficheros/Unanochedeesp%C3%ADas.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/INFANTIL-Tralalart-presenta-Una-noche-de-espias/?vgnextfmt=default&vgnextoid=e87ad5ca38086910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La Rata Rita,,No especificada,No especificada,Recomendado para niñas y niños a partir de dos años,,,No especificada,,,sábado,a las 19 horas,19:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro Cultural El Plantío (Moncloa - Aravaca),"CALLE JOSE LOMBANA IGLESIAS, 4 28023 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoncloaAravaca/Actividades/2025/05Mayo2025/Carteleria/LA%20RATA%20RITA.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-Rata-Rita/?vgnextfmt=default&vgnextoid=ee23d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Concierto - A Ambos Lados del Atlántico 2,Sin descripción,Cultura y Espectáculos,Conciertos. Música,No especificada,,,No especificada,,,sábado,a las 19 horas,19:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 MADRID",Madrid,Chamberí,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/DistritoChamberi/Actividades/ficheros/coro345.JPG,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Concierto-A-Ambos-Lados-del-Atlantico-2/?vgnextfmt=default&vgnextoid=5995fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Cuentacuentos con pictogramas: Miau miau,A cargo de Israel Hergón.,No especificada,No especificada,desde 4 años,4,4,No especificada,,,sábado,a las 12 horas,12:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro Sociocultural Rafael de León (Fuencarral - El Pardo),"CALLE ISLA DE ONS, 14 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Rafael-de-Leon-Fuencarral-El-Pardo-Mayo-2025/?vgnextfmt=default&vgnextoid=1ffc298e9ad97810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-con-pictogramas-Miau-miau/?vgnextfmt=default&vgnextoid=089465783d9d3910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El Dragón de los deseos,Sin descripción,No especificada,No especificada,a partir de 8 años,8,18,No especificada,,,sábado,a las 12 horas,12:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro Cultural el Torito (Moratalaz),"AVENIDA MORATALAZ, 130 MADRID",Madrid,Moratalaz,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-mayo-de-2025/?vgnextfmt=default&vgnextoid=bc130234de086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoratalaz/Actividades/2025/Mayo/ficheros/CineTorito240525.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-Dragon-de-los-deseos/?vgnextfmt=default&vgnextoid=2f221f8dd5186910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Jornadas Especiales,Para familias con menores a partir de 6 años.,No especificada,No especificada,a partir de 6 años,6,18,No especificada,,,sábado,a las 11 horas,11:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro de Interpretación de la Naturaleza Montecarmelo (Fuencarral - El Pardo),"Carretera M-607 Km 13 L-10, null MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-de-Interpretacion-de-la-Naturaleza-de-Montecarmelo-Mayo-2025/?vgnextfmt=default&vgnextoid=8265f1527cd5a810VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Jornadas-Especiales/?vgnextfmt=default&vgnextoid=0507a3f71f766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Pez al revés, presenta “Ronda al revés”",,No especificada,No especificada,No especificada,,,No especificada,,,sábado,a las 12 horas,12:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Centro Cultural el Madroño (Vicálvaro),"CALLE VILLARDONDIEGO, 36 MADRID",Madrid,Vicálvaro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-el-Madrono/?vgnextfmt=default&vgnextoid=63fd7ba8c0950710VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Pez-al-reves-presenta-Ronda-al-reves/?vgnextfmt=default&vgnextoid=44316a6496686910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Sim Salabim,Compañía Carlos Adriano.,Cultura y Espectáculos,Teatro Infantil,No especificada,,,No especificada,,,sábado,a las 17 horas,17:00,,Sábado 24 de mayo de 2025,24/05/2025,24/05/2025,Parque Alfredo Kraus,"CALLE MAR ADRIATICO, 5 MADRID",Madrid,,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-infantiles-en-los-parques-del-distrito/?vgnextfmt=default&vgnextoid=c1d315a9e0665910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sim-Salabim/?vgnextfmt=default&vgnextoid=91037665fa006910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Folklore en Familia: concierto de Vibra-Tó - Chamberí,"Joaquín y Miguel llevan más de 20 años creando instrumentos musicales a partir de objetos cotidianos. Recogedores que suenan por bulerías, regaderas jazzeras, latas que son guitarras y sitares, y panderos de globos, trompetas con mangueras y embudos… Estos dos músicos-pedagogos multiinstrumentistas interpretan composiciones propias y músicas del folclore universal con sus cacharros y lo explican de una forma didáctica y divertida.",Cultura y Espectáculos,Conciertos. Música,Joaquín y Miguel llevan más de 20 años creando instrumentos musicales a partir de objetos cotidianos,,,No especificada,,,domingo,a las 12:30 horas,12:30,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 28015 MADRID",Madrid,Chamberí,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/FestivalFolklores.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-concierto-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=ae3753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Folklore en Familia: taller de Vibra-Tó - Chamberí,Te gustaría aprender a fabricar tu propio instrumento?,Cultura y Espectáculos,Talleres,Los niños y niñas menores de 7 años deben ir acompañados de una persona adulta,0,7,"Próximamente compartiremos los formularios de inscripción.. Para participar en este taller es necesario inscribirse, ya que el aforo es limitado. Próximamente compartiremos los formularios de inscripción.",True,,domingo,a las 11 horas,11:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 28015 MADRID",Madrid,Chamberí,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadesDescentralizadas/CiudadDistrito/ficheros/FestivalFolklores.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Folklore-en-Familia-taller-de-Vibra-To-Chamberi/?vgnextfmt=default&vgnextoid=c45753c73ab16910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Sirocco y el reino de los vientos,Director: Benoit Chieux.,No especificada,No especificada,4 y 8 años,4,8,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Buero Vallejo (San Blas - Canillejas),"CALLE BOLTAÑA, 27 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Ciclo-Los-sabados-de-cine-Primavera-2025/?vgnextfmt=default&vgnextoid=c0de900069495910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/SanBlasActividadesNuevo/FicherosProgramacion/Sirocco.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Sirocco-y-el-reino-de-los-vientos/?vgnextfmt=default&vgnextoid=517adedac5936910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El enfermo imaginario,Cía. Vidas de Alambre,No especificada,No especificada,a partir de 6 años,6,18,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Sociocultural Miguel de Cervantes (San Blas - Canillejas),"CALLE ALIAGA, 5 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Miguel-de-Cervantes/?vgnextfmt=default&vgnextoid=4daa70db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/SanBlasActividadesNuevo/FicherosProgramacion/ElEnfermoImaginario.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-enfermo-imaginario/?vgnextfmt=default&vgnextoid=b09f045d2c756910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Oliverio Satisfecho,Compañía: Oliverio.,Cultura y Espectáculos,Teatro Infantil,No especificada,,,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Meseta de Orcasitas (Usera),"PLAZA ASOCIACION, 1 MADRID",Madrid,Usera,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-del-Centro-Cultural-Meseta-de-Orcasitas/?vgnextfmt=default&vgnextoid=82fe2d24e6f61910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/ficheros/2605_Oliverio.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Oliverio-Satisfecho/?vgnextfmt=default&vgnextoid=52ad03a1c2d56910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La hora de Rockear,Grupo Cómics,No especificada,No especificada,a partir de 6 años,6,18,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Ciudad Pegaso (San Blas - Canillejas),"AVENIDA SEPTIMA, 11 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Ciudad-Pegaso/?vgnextfmt=default&vgnextoid=f75970db6da41910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/SanBlasActividadesNuevo/FicherosProgramacion/HoraRockear.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-hora-de-Rockear/?vgnextfmt=default&vgnextoid=dcbf71adf3d56910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Descubre las aves del Parque de Pradolongo,Senda ornitológica por el Parque de Pradolongo.,Aire Libre,Parques y jardines,Edad recomendada para mayores de 10 años,10,18,No especificada,,,domingo,a las 10 horas,10:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Madrid,Usera,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/MarisStella/ficheros/0526_Aves_Pradolongo.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Descubre-las-aves-del-Parque-de-Pradolongo/?vgnextfmt=default&vgnextoid=b245826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Títeres agua,Horario:﻿ de 12 a 13 horas.,No especificada,No especificada,de 6 a 9 años,6,9,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro de Educación Ambiental y Cultural Maris Stella (Usera),"CALLE DOCTOR TOLOSA LATOUR, 16 MADRID",Madrid,Usera,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-de-Educacion-Ambiental-y-Cultural-Maris-Stella/?vgnextfmt=default&vgnextoid=4e25ce5179e61910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Usera/ProgramacionCulturalUsera/MarisStella/ficheros/0526_Titeres_Agua.png,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Titeres-agua/?vgnextfmt=default&vgnextoid=7ed5826e66266910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
¡NO PUEDE SER! Mago Roncero,Recomendada para todos los públicoS,No especificada,No especificada,No especificada,,,No especificada,,,domingo,a las 12:30 horas,12:30,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Antonio Machado (San Blas - Canillejas),"CALLE SAN ROMAN DEL VALLE, 8 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Cultural-Antonio-Machado/?vgnextfmt=default&vgnextoid=74f47a01d8641910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/SanBlas/SanBlasActividadesNuevo/FicherosProgramacion/Mago.JPG,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/NO-PUEDE-SER-Mago-Roncero/?vgnextfmt=default&vgnextoid=e0bd753d40c66910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
La reina de colores por Andrea Ortúzar,"Las historias de la escritora e ilustradora alemana Jutta Bauer, merecedora del Premio Andersen, protagonizan esta sesión de cuentos infantiles imprescindibles, emotivos y tiernos.",Cultura y Espectáculos. La Ciudad,Actividades. Club de lectura. Cuentacuentos,a partir de 4 años,4,18,No especificada,,,domingo,a las 12:30 horas,12:30,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Sociocultural García Lorca (Carabanchel),"CALLE EUGENIA DE MONTIJO, 105 MADRID",Madrid,Carabanchel,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-en-el-Centro-Sociocultural-Garcia-Lorca/?vgnextfmt=default&vgnextoid=6951f36edd371910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadWeb/UGBBDD/Actividades/Distritos/Carabanchel/ficheros/Lareinadeco.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/La-reina-de-colores-por-Andrea-Ortuzar/?vgnextfmt=default&vgnextoid=16be97abaa766910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
El ruiseñor y el emperador de la China,,No especificada,No especificada,Recomendado para niñas y niños a partir de tres años,,,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Juan Genovés (Moncloa - Aravaca),"TRAVESIA CAÑO, 5 28023 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,No disponible,False,https://www.madrid.es/UnidadesDescentralizadas/DistritoMoncloaAravaca/Actividades/2025/05Mayo2025/Carteleria/OKARINO%20TRAPISONDA.jpg,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/El-ruisenor-y-el-emperador-de-la-China/?vgnextfmt=default&vgnextoid=b544d1fe5a086910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
Taller y concierto infantil - Vibra Tó,Sin descripción,Cultura y Espectáculos,Conciertos. Música. Talleres,No especificada,,,No especificada,,,domingo,a las 11 horas,11:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Cultural Galileo (Chamberí),"CALLE GALILEO, 39 MADRID",Madrid,Chamberí,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Programacion-Cultural-Chamberi/?vgnextfmt=default&vgnextoid=5ea6daba65bc4910VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,https://www.madrid.es/UnidadesDescentralizadas/DistritoChamberi/Actividades/ficheros/Bi%20345.JPG,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Taller-y-concierto-infantil-Vibra-To/?vgnextfmt=default&vgnextoid=3346fa9f39b76910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
"Cuentacuentos teatralizado con pictogramas: ""Cosquillas en el corazón""",Cía. Gallinero de Micaela.,No especificada,No especificada,de 3 a 8 años,3,8,No especificada,,,domingo,a las 12 horas,12:00,,Domingo 25 de mayo de 2025,25/05/2025,25/05/2025,Centro Sociocultural Alfonso XII (Fuencarral - El Pardo),"CALLE MIRA EL RIO, 4 MADRID",Madrid,Centro,Gratuito,0.0,Recomendado para niñas y niños,True,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Actividades-Centro-Sociocultural-Alfonso-XII-Fuencarral-El-Pardo-Mayo-2025/?vgnextfmt=default&vgnextoid=4f88d17704a1c810VgnVCM1000001d4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD,True,No disponible,False,https://www.madrid.es/portales/munimadrid/es/Inicio/Cultura-ocio-y-deporte/Cuentacuentos-teatralizado-con-pictogramas-Cosquillas-en-el-corazon-/?vgnextfmt=default&vgnextoid=e49e3af1ecc66910VgnVCM2000001f4a900aRCRD&vgnextchannel=7911f073808fe410VgnVCM2000000c205a0aRCRD
